Date,Market Cap,% Change
2014-10-14,28297800000,1.10%
2014-10-13,27991200000,-5.20%
2014-10-10,29526000000,-7.82%
2014-10-09,32031100000,-0.87%
2014-10-08,32313400000,-0.12%
2014-10-07,32350800000,-0.40%
2014-10-06,32481600000,2.12%
2014-10-03,31806800000,1.51%
2014-10-02,31333800000,4.65%
2014-10-01,29941100000,-1.01%
2014-09-30,30245800000,-1.05%
2014-09-29,30567300000,-0.54%
2014-09-26,30733700000,-0.14%
2014-09-25,30776700000,-2.06%
2014-09-24,31423500000,0.69%
2014-09-23,31208600000,0.15%
2014-09-22,31161800000,-3.58%
2014-09-19,32319000000,-1.71%
2014-09-18,32879800000,0.94%
2014-09-17,32575100000,0.24%
2014-09-16,32496600000,2.71%
2014-09-15,31638500000,-9.07%
2014-09-12,34796000000,-0.40%
2014-09-11,34934400000,-0.28%
2014-09-10,35033400000,0.94%
2014-09-09,34706300000,-1.29%
2014-09-08,35158700000,1.70%
2014-09-05,34571700000,-3.02%
2014-09-04,35648500000,1.72%
2014-09-03,35044700000,-1.03%
2014-09-02,35409200000,5.34%
2014-08-29,33612700000,2.21%
2014-08-28,32885400000,0.23%
2014-08-27,32808800000,0.58%
2014-08-26,32620000000,-0.31%
2014-08-25,32720900000,2.24%
2014-08-22,32003100000,0.96%
2014-08-21,31698300000,-0.53%
2014-08-20,31868500000,-0.41%
2014-08-19,31999300000,-1.22%
2014-08-18,32395700000,-0.79%
2014-08-15,32653600000,0.24%
2014-08-14,32575100000,0.41%
2014-08-13,32442400000,0.13%
2014-08-12,32399400000,0.25%
2014-08-11,32319000000,4.51%
2014-08-08,30924400000,-1.26%
2014-08-07,31319100000,1.39%
2014-08-06,30889100000,4.38%
2014-08-05,29593600000,-0.01%
2014-08-04,29597400000,2.25%
2014-08-01,28945900000,4.46%
2014-07-31,27710000000,-2.45%
2014-07-30,28406100000,1.73%
2014-07-29,27922100000,0.09%
2014-07-28,27897900000,0.56%
2014-07-25,27743500000,0.01%
2014-07-24,27739700000,0.47%
2014-07-23,27609400000,1.33%
2014-07-22,27248300000,-0.44%
2014-07-21,27367500000,0.24%
2014-07-18,27302300000,2.14%
2014-07-17,26729000000,-0.81%
2014-07-16,26946800000,-1.11%
2014-07-15,27248300000,-3.14%
2014-07-14,28130600000,3.93%
2014-07-11,27067800000,-0.61%
2014-07-10,27233400000,-1.61%
2014-07-09,27680200000,1.82%
2014-07-08,27185100000,-1.61%
2014-07-07,27629900000,-2.87%
2014-07-03,28447000000,-0.08%
2014-07-02,28469400000,-4.29%
2014-07-01,29746300000,-0.14%
2014-06-30,29789100000,0.42%
2014-06-27,29664400000,1.46%
2014-06-26,29236300000,-0.54%
2014-06-25,29396300000,1.89%
2014-06-24,28851000000,-1.99%
2014-06-23,29437300000,3.33%
2014-06-20,28489900000,0.79%
2014-06-19,28266500000,0.30%
2014-06-18,28182700000,-1.97%
2014-06-17,28748600000,3.15%
2014-06-16,27871900000,8.81%
2014-06-13,25614100000,1.42%
2014-06-12,25254800000,-0.46%
2014-06-11,25372100000,1.07%
2014-06-10,25104100000,-1.46%
2014-06-09,25476300000,-1.38%
2014-06-06,25831800000,0.62%
2014-06-05,25673600000,1.43%
2014-06-04,25312500000,-0.47%
2014-06-03,25431700000,0.12%
2014-06-02,25401900000,-1.47%
2014-05-30,25781600000,-1.18%
2014-05-29,26088700000,
2014-05-28,26088700000,-0.62%
2014-05-27,26252500000,2.05%
2014-05-23,25723900000,1.18%
2014-05-22,25424200000,2.72%
2014-05-21,24750400000,2.13%
2014-05-20,24234800000,-0.41%
2014-05-19,24333500000,2.37%
2014-05-16,23771300000,1.57%
2014-05-15,23402800000,-1.06%
2014-05-14,23654100000,0.24%
2014-05-13,23596400000,2.97%
2014-05-12,22915100000,1.32%
2014-05-09,22617300000,2.80%
2014-05-08,22000800000,-11.30%
2014-05-07,24804100000,-2.87%
2014-05-06,25535800000,-4.31%
2014-05-05,26685200000,2.70%
2014-05-02,25983000000,1.53%
2014-05-01,25591300000,-0.07%
2014-04-30,25609800000,0.46%
2014-04-29,25491500000,4.24%
2014-04-28,24454800000,-0.67%
2014-04-25,24619300000,-3.85%
2014-04-24,25606100000,-0.06%
2014-04-23,25622700000,-4.87%
2014-04-22,26934700000,6.98%
2014-04-21,25177400000,3.16%
2014-04-17,24406800000,-0.50%
2014-04-16,24528700000,2.68%
2014-04-15,23887500000,-2.11%
2014-04-14,24403100000,-2.79%
2014-04-11,25103400000,-0.21%
2014-04-10,25155200000,-5.87%
2014-04-09,26724000000,0.68%
2014-04-08,26542900000,3.82%
2014-04-07,25565400000,-2.21%
2014-04-04,26143800000,-5.85%
2014-04-03,27768100000,-2.12%
2014-04-02,28370500000,6.14%
2014-04-01,26729600000,4.09%
2014-03-31,25680000000,-1.84%
2014-03-28,26162300000,2.44%
2014-03-27,25539500000,-2.65%
2014-03-26,26234300000,-3.40%
2014-03-25,27156400000,0.12%
2014-03-24,27123200000,-3.81%
2014-03-21,28196800000,-2.57%
2014-03-20,28939600000,-0.39%
2014-03-19,29054200000,-1.75%
2014-03-18,29571600000,2.59%
2014-03-17,28825100000,1.31%
2014-03-14,28453600000,-2.87%
2014-03-13,29294400000,-1.53%
2014-03-12,29749000000,3.02%
2014-03-11,28876800000,-1.86%
2014-03-10,29423800000,-2.99%
2014-03-07,30331100000,-2.66%
2014-03-06,31160800000,0.11%
2014-03-05,31125700000,-0.85%
2014-03-04,31393600000,1.71%
2014-03-03,30867000000,2.35%
2014-02-28,30159200000,-3.06%
2014-02-27,31110900000,-0.18%
2014-02-26,31168200000,2.52%
2014-02-25,30402700000,13.94%
2014-02-24,26682600000,3.84%
2014-02-21,25695100000,-0.18%
2014-02-20,25741000000,8.44%
2014-02-19,23738500000,-4.94%
2014-02-18,24972400000,2.76%
2014-02-14,24301200000,-0.71%
2014-02-13,24474000000,2.21%
2014-02-12,23944400000,-0.66%
2014-02-11,24104400000,0.03%
2014-02-10,24097100000,5.38%
2014-02-07,22866800000,4.57%
2014-02-06,21868300000,2.27%
2014-02-05,21382800000,-2.41%
2014-02-04,21910600000,0.91%
2014-02-03,21712000000,-2.37%
2014-01-31,22239800000,-0.78%
2014-01-30,22414500000,4.34%
2014-01-29,21482100000,-1.77%
2014-01-28,21868300000,5.16%
2014-01-27,20794400000,-2.85%
2014-01-24,21404900000,-3.80%
2014-01-23,22250800000,1.65%
2014-01-22,21890400000,1.06%
2014-01-21,21660500000,3.93%
2014-01-17,20842200000,-0.56%
2014-01-16,20959900000,4.17%
2014-01-15,20121300000,1.78%
2014-01-14,19770100000,15.74%
2014-01-13,17081600000,-4.39%
2014-01-10,17865000000,-1.22%
2014-01-09,18085700000,-2.48%
2014-01-08,18545400000,1.29%
2014-01-07,18310000000,1.60%
2014-01-06,18021300000,-1.72%
2014-01-03,18335800000,-0.36%
2014-01-02,18402000000,-0.22%
2013-12-31,18442400000,-1.32%
2013-12-30,18688800000,0.87%
2013-12-27,18527000000,-2.82%
2013-12-26,19064000000,2.71%
2013-12-24,18561900000,5.47%
2013-12-23,17598400000,0.22%
2013-12-20,17559700000,1.79%
2013-12-19,17250800000,-4.91%
2013-12-18,18140800000,-2.94%
2013-12-17,18690700000,3.05%
2013-12-16,18137200000,0.19%
2013-12-13,18102200000,0.13%
2013-12-12,18078300000,5.60%
2013-12-11,17120200000,-1.78%
2013-12-10,17431000000,0.41%
2013-12-09,17359300000,3.09%
2013-12-06,16838900000,-2.22%
2013-12-05,17221400000,1.10%
2013-12-04,17033800000,-3.98%
2013-12-03,17740000000,16.54%
2013-12-02,15222500000,-2.44%
2013-11-29,15603100000,0.26%
2013-11-27,15562700000,5.35%
2013-11-26,14772000000,-0.29%
2013-11-25,14814300000,-0.44%
2013-11-22,14880500000,-0.59%
2013-11-21,14968700000,0.82%
2013-11-20,14847400000,-3.95%
2013-11-19,15457900000,3.71%
2013-11-18,14904400000,-10.24%
2013-11-15,16605300000,-1.56%
2013-11-14,16868300000,-0.80%
2013-11-13,17004400000,0.65%
2013-11-12,16894100000,-4.77%
2013-11-11,17740000000,4.89%
2013-11-08,16912400000,-0.37%
2013-11-07,16975000000,-7.53%
2013-11-06,18357700000,-14.51%
2013-11-05,21472900000,0.92%
2013-11-04,21278000000,8.04%
2013-11-01,19694900000,1.39%
2013-10-31,19425300000,0.45%
2013-10-30,19337800000,-3.19%
2013-10-29,19975400000,0.99%
2013-10-28,19778700000,-4.01%
2013-10-25,20605800000,-2.01%
2013-10-24,21028400000,5.25%
2013-10-23,19979100000,-4.10%
2013-10-22,20833500000,-0.62%
2013-10-21,20962800000,-5.89%
2013-10-18,22274500000,0.33%
2013-10-17,22201600000,-0.41%
2013-10-16,22292700000,-0.21%
2013-10-15,22340100000,2.35%
2013-10-14,21826300000,0.57%
2013-10-11,21702400000,3.33%
2013-10-10,21002900000,2.46%
2013-10-09,20498300000,-3.41%
2013-10-08,21221500000,-4.56%
2013-10-07,22234400000,1.16%
2013-10-04,21979300000,4.42%
2013-10-03,21048400000,-4.22%
2013-10-02,21975700000,-6.25%
2013-10-01,23440400000,-0.19%
2013-09-30,23484100000,1.29%
2013-09-27,23185300000,1.20%
2013-09-26,22910300000,1.84%
2013-09-25,22496700000,1.60%
2013-09-24,22143300000,0.67%
2013-09-23,21995700000,-1.24%
2013-09-20,22272700000,3.08%
2013-09-19,21607700000,7.04%
2013-09-18,20186800000,-0.01%
2013-09-17,20188600000,-0.21%
2013-09-16,20230500000,0.63%
2013-09-13,20104800000,0.37%
2013-09-12,20030100000,0.86%
2013-09-11,19858800000,-1.71%
2013-09-10,20205000000,3.53%
2013-09-09,19516400000,-3.75%
2013-09-06,20277800000,-1.75%
2013-09-05,20638500000,-0.40%
2013-09-04,20722300000,0.99%
2013-09-03,20518300000,-0.04%
2013-08-30,20525600000,1.77%
2013-08-29,20168500000,-0.23%
2013-08-28,20215900000,-0.33%
2013-08-27,20283300000,1.70%
2013-08-26,19944500000,1.47%
2013-08-23,19654800000,3.02%
2013-08-22,19079100000,6.25%
2013-08-21,17956900000,-1.15%
2013-08-20,18166400000,3.23%
2013-08-19,17598100000,2.04%
2013-08-16,17246500000,1.68%
2013-08-15,16962300000,0.22%
2013-08-14,16925800000,-4.17%
2013-08-13,17661800000,-1.32%
2013-08-12,17898600000,-3.68%
2013-08-09,18581800000,4.77%
2013-08-08,17735000000,14.34%
2013-08-07,15511200000,-5.57%
2013-08-06,16426400000,-1.74%
2013-08-05,16717600000,4.84%
2013-08-02,15946300000,1.80%
2013-08-01,15663700000,0.95%
2013-07-31,15516400000,1.92%
2013-07-30,15223500000,-2.14%
2013-07-29,15556300000,4.05%
2013-07-26,14951400000,4.29%
2013-07-25,14336000000,1.95%
2013-07-24,14062200000,-0.86%
2013-07-23,14183500000,0.26%
2013-07-22,14147100000,2.29%
2013-07-19,13829900000,0.55%
2013-07-18,13753700000,-1.02%
2013-07-17,13895800000,10.28%
2013-07-16,12601000000,-14.31%
2013-07-15,14705200000,-2.03%
2013-07-12,15010300000,3.42%
2013-07-11,14514600000,2.74%
2013-07-10,14128100000,-0.96%
2013-07-09,14265000000,1.52%
2013-07-08,14051800000,1.26%
2013-07-05,13876700000,4.20%
2013-07-03,13316900000,-2.19%
2013-07-02,13615000000,0.55%
2013-07-01,13540500000,9.15%
2013-06-28,12405200000,-1.73%
2013-06-27,12623600000,3.33%
2013-06-26,12216200000,3.24%
2013-06-25,11833200000,0.90%
2013-06-24,11727400000,1.94%
2013-06-21,11503800000,-1.09%
2013-06-20,11630400000,-3.85%
2013-06-19,12096600000,1.25%
2013-06-18,11947600000,1.17%
2013-06-17,11808900000,1.88%
2013-06-14,11590500000,2.17%
2013-06-13,11344400000,0.46%
2013-06-12,11292400000,3.45%
2013-06-11,10916300000,-5.58%
2013-06-10,11561000000,-1.96%
2013-06-07,11791600000,4.82%
2013-06-06,11249100000,2.08%
2013-06-05,11020300000,0.55%
2013-06-04,10959600000,2.43%
2013-06-03,10699600000,-5.28%
2013-05-31,11295900000,-6.86%
2013-05-30,12127800000,0.32%
2013-05-29,12089700000,-5.18%
2013-05-28,12750100000,13.66%
2013-05-24,11217900000,4.69%
2013-05-23,10715200000,6.29%
2013-05-22,10080800000,-0.39%
2013-05-21,10120700000,-2.62%
2013-05-20,10392800000,-1.71%
2013-05-17,10573100000,-0.81%
2013-05-16,10659700000,8.73%
2013-05-15,9803500000,1.93%
2013-05-14,9618000000,-5.19%
2013-05-13,10144900000,14.36%
2013-05-10,8871000000,11.61%
2013-05-09,7948100000,24.41%
2013-05-08,6388400000,0.49%
2013-05-07,6357500000,-6.70%
2013-05-06,6814400000,9.07%
2013-05-03,6247500000,0.83%
2013-05-02,6196000000,1.55%
2013-05-01,6101500000,-1.31%
2013-04-30,6182300000,-1.75%
2013-04-29,6292200000,7.33%
2013-04-26,5862700000,-1.56%
2013-04-25,5955500000,3.12%
2013-04-24,5775100000,-1.15%
2013-04-23,5842100000,1.64%
2013-04-22,5747700000,4.92%
2013-04-19,5478000000,1.85%
2013-04-18,5378300000,3.33%
2013-04-17,5204800000,-0.30%
2013-04-16,5220300000,5.26%
2013-04-15,4959200000,-1.03%
2013-04-12,5010700000,0.38%
2013-04-11,4991800000,4.12%
2013-04-10,4794300000,3.37%
2013-04-09,4638000000,-3.19%
2013-04-08,4790900000,1.13%
2013-04-05,4737600000,-1.54%
2013-04-04,4811500000,2.23%
2013-04-03,4706700000,-7.31%
2013-04-02,5077700000,0.92%
2013-04-01,5031300000,15.95%
2013-03-28,4339100000,-0.71%
2013-03-27,4370000000,0.79%
2013-03-26,4335700000,0.88%
2013-03-25,4297900000,2.50%
2013-03-22,4193100000,1.67%
2013-03-21,4124400000,0.17%
2013-03-20,4117500000,2.48%
2013-03-19,4017900000,-0.17%
2013-03-18,4024700000,-0.43%
2013-03-15,4041900000,-4.23%
2013-03-14,4220600000,-5.46%
2013-03-13,4464500000,-0.34%
2013-03-12,4479900000,0.04%
2013-03-11,4478200000,1.64%
2013-03-08,4406100000,0.63%
2013-03-07,4378600000,2.09%
2013-03-06,4288900000,2.87%
2013-03-05,4169400000,2.99%
2013-03-04,4048300000,2.69%
2013-03-01,3942400000,-0.52%
2013-02-28,3962900000,-0.77%
2013-02-27,3993600000,1.96%
2013-02-26,3916800000,0.13%
2013-02-25,3911700000,-4.78%
2013-02-22,4108000000,2.69%
2013-02-21,4000500000,-8.76%
2013-02-20,4384500000,-1.91%
2013-02-19,4469800000,6.08%
2013-02-15,4213800000,-3.29%
2013-02-14,4357200000,-0.39%
2013-02-13,4374200000,1.46%
2013-02-12,4311100000,-1.37%
2013-02-11,4370800000,-2.10%
2013-02-08,4464700000,-0.61%
2013-02-07,4492000000,0.81%
2013-02-06,4456100000,2.71%
2013-02-05,4338400000,1.03%
2013-02-04,4294000000,-1.45%
2013-02-01,4357200000,2.08%
2013-01-31,4268400000,
2013-01-30,4268400000,-1.15%
2013-01-29,4317900000,-0.20%
2013-01-28,4326400000,2.84%
2013-01-25,4207000000,-0.04%
2013-01-24,4208700000,2.75%
2013-01-23,4096000000,2.30%
2013-01-22,4003900000,1.96%
2013-01-18,3927100000,0.39%
2013-01-17,3911700000,0.84%
2013-01-16,3879300000,0.58%
2013-01-15,3857100000,1.94%
2013-01-14,3783700000,1.05%
2013-01-11,3744500000,-1.83%
2013-01-10,3814400000,-0.36%
2013-01-09,3828100000,-0.09%
2013-01-08,3831500000,-1.92%
2013-01-07,3906600000,-0.17%
2013-01-04,3913400000,-1.08%
2013-01-03,3956100000,-1.66%
2013-01-02,4022700000,4.39%
2012-12-31,3853700000,1.94%
2012-12-28,3780300000,-1.38%
2012-12-27,3833200000,0.31%
2012-12-26,3821300000,-2.01%
2012-12-24,3899800000,0.79%
2012-12-21,3869100000,-1.22%
2012-12-20,3916800000,-0.52%
2012-12-19,3937300000,0.04%
2012-12-18,3935600000,0.57%
2012-12-17,3913400000,1.73%
2012-12-14,3846900000,0.58%
2012-12-13,3824700000,-4.68%
2012-12-12,4012400000,-0.04%
2012-12-11,4014100000,2.04%
2012-12-10,3933900000,1.19%
2012-12-07,3887800000,0.80%
2012-12-06,3857100000,0.58%
2012-12-05,3834900000,-0.58%
2012-12-04,3857100000,-2.08%
2012-12-03,3939000000,2.35%
2012-11-30,3848600000,0.40%
2012-11-29,3833200000,1.40%
2012-11-28,3780300000,3.36%
2012-11-27,3657400000,-0.37%
2012-11-26,3671100000,0.42%
2012-11-23,3655700000,-1.06%
2012-11-21,3695000000,-1.59%
2012-11-20,3754700000,0.23%
2012-11-19,3746200000,3.39%
2012-11-16,3623300000,3.31%
2012-11-15,3507200000,-1.77%
2012-11-14,3570400000,-0.76%
2012-11-13,3597700000,1.79%
2012-11-12,3534500000,2.47%
2012-11-09,3449200000,-3.16%
2012-11-08,3561800000,-0.76%
2012-11-07,3589200000,9.27%
2012-11-06,3284700000,-1.10%
2012-11-05,3321100000,8.92%
2012-11-02,3049100000,-1.13%
2012-11-01,3083900000,4.00%
2012-10-31,2965300000,2.74%
2012-10-26,2886200000,-0.54%
2012-10-25,2902000000,0.38%
2012-10-24,2891000000,-3.43%
2012-10-23,2993800000,1.94%
2012-10-22,2936800000,0.43%
2012-10-19,2924200000,-1.07%
2012-10-18,2955800000,-2.71%
2012-10-17,3038000000,2.67%
2012-10-16,2959000000,2.69%
2012-10-15,2881500000,-1.14%
2012-10-12,2914700000,-2.38%
2012-10-11,2985800000,-0.27%
2012-10-10,2993800000,0.11%
2012-10-09,2990600000,-3.03%
2012-10-08,3083900000,1.25%
2012-10-05,3045900000,-1.74%
2012-10-04,3099700000,0.36%
2012-10-03,3088600000,-1.71%
2012-10-02,3142400000,2.21%
2012-10-01,3074400000,-0.41%
2012-09-28,3087100000,2.79%
2012-09-27,3003200000,3.43%
2012-09-26,2903600000,-0.44%
2012-09-25,2916300000,-9.78%
2012-09-24,3232600000,2.15%
2012-09-21,3164600000,-2.86%
2012-09-20,3257900000,-0.48%
2012-09-19,3273700000,-0.91%
2012-09-18,3303700000,-3.69%
2012-09-17,3430200000,7.06%
2012-09-14,3204100000,3.11%
2012-09-13,3107600000,4.24%
2012-09-12,2981100000,1.73%
2012-09-11,2930500000,1.53%
2012-09-10,2886200000,-6.75%
2012-09-07,3095000000,2.84%
2012-09-06,3009600000,2.15%
2012-09-05,2946300000,-0.69%
2012-09-04,2966900000,-1.31%
2012-08-31,3006400000,0.37%
2012-08-30,2995300000,
2012-08-29,2995300000,-0.99%
2012-08-28,3025400000,1.33%
2012-08-27,2985800000,-4.02%
2012-08-24,3110800000,-4.00%
2012-08-23,3240500000,2.61%
2012-08-22,3158200000,2.88%
2012-08-21,3069700000,-1.32%
2012-08-20,3110800000,-1.70%
2012-08-17,3164600000,-0.94%
2012-08-16,3194600000,3.06%
2012-08-15,3099700000,-0.05%
2012-08-14,3101300000,-5.63%
2012-08-13,3286300000,4.11%
2012-08-10,3156600000,1.78%
2012-08-09,3101300000,1.13%
2012-08-08,3066500000,-3.87%
2012-08-07,3189900000,7.00%
2012-08-06,2981100000,3.69%
2012-08-03,2875100000,4.48%
2012-08-02,2751800000,-0.37%
2012-08-01,2761900000,-4.27%
2012-07-31,2885000000,0.27%
2012-07-30,2877100000,-7.32%
2012-07-27,3104400000,4.91%
2012-07-26,2959200000,-2.85%
2012-07-25,3046000000,-2.97%
2012-07-24,3139100000,-2.69%
2012-07-23,3225900000,-3.54%
2012-07-20,3344200000,-1.49%
2012-07-19,3394700000,0.37%
2012-07-18,3382100000,-3.60%
2012-07-17,3508400000,-7.26%
2012-07-16,3783000000,4.99%
2012-07-13,3603100000,4.73%
2012-07-12,3440500000,3.76%
2012-07-11,3315800000,0.77%
2012-07-10,3290600000,-0.67%
2012-07-09,3312700000,1.60%
2012-07-06,3260600000,-0.77%
2012-07-05,3285800000,1.86%
2012-07-03,3225900000,0.84%
2012-07-02,3199000000,-2.83%
2012-06-29,3292200000,-0.38%
2012-06-28,3304800000,-1.74%
2012-06-27,3363200000,1.14%
2012-06-26,3325300000,-4.53%
2012-06-25,3483100000,-2.00%
2012-06-22,3554100000,4.94%
2012-06-21,3386900000,-4.70%
2012-06-20,3554100000,5.28%
2012-06-19,3375800000,0.75%
2012-06-18,3350600000,6.47%
2012-06-15,3147000000,1.79%
2012-06-14,3091700000,-1.31%
2012-06-13,3132800000,0.41%
2012-06-12,3120100000,1.85%
2012-06-11,3063300000,-3.19%
2012-06-08,3164300000,3.94%
2012-06-07,3044400000,-0.98%
2012-06-06,3074400000,4.67%
2012-06-05,2937100000,0.11%
2012-06-04,2933900000,-0.96%
2012-06-01,2962300000,-4.58%
2012-05-31,3104400000,-2.96%
2012-05-30,3199000000,-4.07%
2012-05-29,3334800000,6.34%
2012-05-25,3135900000,-1.68%
2012-05-24,3189600000,-2.27%
2012-05-23,3263800000,0.73%
2012-05-22,3240100000,7.04%
2012-05-21,3027000000,4.41%
2012-05-18,2899200000,-3.57%
2012-05-17,3006500000,-2.06%
2012-05-16,3069600000,-0.87%
2012-05-15,3096500000,-2.09%
2012-05-14,3162700000,-6.79%
2012-05-11,3393200000,-2.14%
2012-05-10,3467300000,10.27%
2012-05-09,3144400000,-0.45%
2012-05-08,3158500000,-7.02%
2012-05-07,3397000000,2.03%
2012-05-04,3329500000,-1.94%
2012-05-03,3395400000,-4.38%
2012-05-02,3550800000,0.49%
2012-05-01,3533500000,1.94%
2012-04-30,3466100000,-0.63%
2012-04-27,3488000000,-0.45%
2012-04-26,3503700000,1.78%
2012-04-25,3442500000,3.44%
2012-04-24,3328000000,-0.37%
2012-04-23,3340500000,-3.71%
2012-04-20,3469200000,
2012-04-19,3469200000,1.56%
2012-04-18,3415800000,1.30%
2012-04-17,3371900000,-0.05%
2012-04-16,3373500000,-3.97%
2012-04-13,3513100000,0.45%
2012-04-12,3497400000,1.04%
2012-04-11,3461300000,1.94%
2012-04-10,3395400000,-2.08%
2012-04-09,3467600000,-3.87%
2012-04-05,3607300000,-1.46%
2012-04-04,3660600000,-7.93%
2012-04-03,3976000000,3.90%
2012-04-02,3826900000,-1.77%
2012-03-30,3896000000,-0.24%
2012-03-29,3905400000,-1.35%
2012-03-28,3958700000,-0.24%
2012-03-27,3968200000,1.44%
2012-03-26,3911700000,9.73%
2012-03-23,3564900000,-0.92%
2012-03-22,3597900000,-2.13%
2012-03-21,3676300000,0.51%
2012-03-20,3657500000,-0.04%
2012-03-19,3659000000,-0.98%
2012-03-16,3695100000,0.94%
2012-03-15,3660600000,-0.85%
2012-03-14,3692000000,-2.20%
2012-03-13,3775200000,0.21%
2012-03-12,3767300000,3.67%
2012-03-09,3633900000,5.03%
2012-03-08,3459800000,-0.14%
2012-03-07,3464500000,0.05%
2012-03-06,3462900000,-1.96%
2012-03-05,3532000000,-0.79%
2012-03-02,3560200000,-1.09%
2012-03-01,3599400000,3.01%
2012-02-29,3494300000,-1.20%
2012-02-28,3536700000,0.58%
2012-02-27,3516300000,-0.11%
2012-02-24,3520100000,-2.26%
2012-02-23,3601400000,0.92%
2012-02-22,3568600000,-0.83%
2012-02-21,3598300000,-1.33%
2012-02-17,3646800000,2.28%
2012-02-16,3565400000,1.74%
2012-02-15,3504400000,1.31%
2012-02-14,3459100000,5.34%
2012-02-13,3283800000,1.25%
2012-02-10,3243200000,-4.56%
2012-02-09,3398000000,2.02%
2012-02-08,3330800000,1.04%
2012-02-07,3296400000,-0.61%
2012-02-06,3316700000,2.07%
2012-02-03,3249400000,2.97%
2012-02-02,3155600000,2.28%
2012-02-01,3085200000,1.75%
2012-01-31,3032000000,-1.67%
2012-01-30,3083600000,0.82%
2012-01-27,3058600000,1.35%
2012-01-26,3017900000,3.43%
2012-01-25,2917800000,2.02%
2012-01-24,2859900000,2.41%
2012-01-23,2792600000,0.68%
2012-01-20,2773800000,-0.62%
2012-01-19,2791000000,-0.17%
2012-01-18,2795700000,0.79%
2012-01-17,2773800000,16.72%
2012-01-13,2376400000,-19.33%
2012-01-12,2945900000,0.05%
2012-01-11,2944400000,2.23%
2012-01-10,2880200000,1.32%
2012-01-09,2842700000,1.28%
2012-01-06,2806700000,-0.77%
2012-01-05,2828600000,-2.11%
2012-01-04,2889600000,-1.34%
2012-01-03,2928700000,-1.68%
2011-12-30,2978800000,-0.57%
2011-12-29,2996000000,0.74%
2011-12-28,2974100000,-0.21%
2011-12-27,2980300000,2.42%
2011-12-23,2909900000,0.48%
2011-12-22,2895900000,0.71%
2011-12-21,2875500000,-1.18%
2011-12-20,2909900000,0.54%
2011-12-19,2894300000,-0.91%
2011-12-16,2920900000,-2.15%
2011-12-15,2985000000,0.32%
2011-12-14,2975600000,-3.11%
2011-12-13,3071100000,-3.16%
2011-12-12,3171200000,-2.03%
2011-12-09,3236900000,0.48%
2011-12-08,3221300000,-9.65%
2011-12-07,3565400000,-1.98%
2011-12-06,3637400000,1.31%
2011-12-05,3590500000,3.38%
2011-12-02,3473100000,2.16%
2011-12-01,3399600000,-0.46%
2011-11-30,3415300000,3.12%
2011-11-29,3312000000,-2.49%
2011-11-28,3396500000,2.84%
2011-11-25,3302600000,0.67%
2011-11-23,3280700000,-1.92%
2011-11-22,3344900000,0.99%
2011-11-21,3312000000,-2.58%
2011-11-18,3399600000,-3.21%
2011-11-17,3512300000,-3.61%
2011-11-16,3643700000,2.96%
2011-11-15,3538900000,2.12%
2011-11-14,3465300000,-0.98%
2011-11-11,3499700000,7.37%
2011-11-10,3259400000,1.46%
2011-11-09,3212600000,-3.02%
2011-11-08,3312500000,1.82%
2011-11-07,3253200000,-3.20%
2011-11-04,3360800000,-0.46%
2011-11-03,3376400000,13.06%
2011-11-02,2986400000,-0.57%
2011-11-01,3003500000,-1.69%
2011-10-31,3055000000,-1.66%
2011-10-28,3106500000,3.86%
2011-10-27,2991000000,2.79%
2011-10-26,2909900000,-0.96%
2011-10-25,2938000000,-1.05%
2011-10-24,2969200000,1.82%
2011-10-21,2916200000,2.52%
2011-10-20,2844400000,-0.82%
2011-10-19,2867800000,-2.70%
2011-10-18,2947400000,3.34%
2011-10-17,2852200000,-2.24%
2011-10-14,2917700000,0.37%
2011-10-13,2906800000,0.54%
2011-10-12,2891200000,0.65%
2011-10-11,2872500000,-0.97%
2011-10-10,2900500000,3.33%
2011-10-07,2806900000,0.11%
2011-10-06,2803800000,6.27%
2011-10-05,2638400000,7.23%
2011-10-04,2460600000,-0.32%
2011-10-03,2468400000,-2.70%
2011-09-30,2537000000,1.12%
2011-09-29,2508900000,-1.89%
2011-09-28,2557300000,-6.13%
2011-09-27,2724200000,2.65%
2011-09-26,2654000000,-3.30%
2011-09-23,2744500000,2.93%
2011-09-22,2666500000,-0.81%
2011-09-21,2688400000,-0.63%
2011-09-20,2705500000,0.93%
2011-09-19,2680600000,-0.12%
2011-09-16,2683700000,3.93%
2011-09-15,2582300000,1.97%
2011-09-14,2532300000,1.12%
2011-09-13,2504200000,5.25%
2011-09-12,2379400000,-0.39%
2011-09-09,2388800000,-2.73%
2011-09-08,2455900000,-0.94%
2011-09-07,2479300000,3.92%
2011-09-06,2385700000,-0.58%
2011-09-02,2399700000,-3.87%
2011-09-01,2496400000,-2.97%
2011-08-31,2572900000,0.43%
2011-08-30,2562000000,-0.30%
2011-08-29,2569800000,4.11%
2011-08-26,2468400000,2.66%
2011-08-25,2404400000,-3.14%
2011-08-24,2482400000,3.92%
2011-08-23,2388800000,4.65%
2011-08-22,2282700000,-1.61%
2011-08-19,2320100000,-8.04%
2011-08-18,2523000000,-6.10%
2011-08-17,2686800000,-1.04%
2011-08-16,2714900000,-0.51%
2011-08-15,2728900000,-0.29%
2011-08-12,2736700000,5.16%
2011-08-11,2602400000,6.23%
2011-08-10,2449700000,-4.97%
2011-08-09,2577700000,6.03%
