Date,Open,Close,High,Low,Volume,MA1,MA2,Cash & Equivalents,Short-Term Investments,Cash & Cash Equivalents,Cash Growth,Receivables,Inventory,Other Current Assets,Total Current Assets,"Property, Plant & Equipment",Long-Term Investments,Goodwill and Intangibles,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Accounts Payable,Current Debt,Total Current Liabilities,Other Current Liabilities,Long-Term Debt,Total Long-Term Liabilities,Other Long-Term Liabilities,Total Liabilities,Total Debt,Debt Growth,Common Stock,Retained Earnings,Comprehensive Income,Shareholders' Equity,Net Cash / Debt,Net Cash / Debt Growth,Net Cash Per Share,Working Capital,Book Value Per Share,Net Income_x,Other Operating Activities,Operating Cash Flow,Operating Cash Flow Growth,Capital Expenditures,Change in Investments,Other Investing Activities,Investing Cash Flow,Dividends Paid,Debt Issued / Paid,Other Financing Activities,Financing Cash Flow,Net Cash Flow,Free Cash Flow,Free Cash Flow Growth,Free Cash Flow Margin_x,Free Cash Flow Per Share_x,Revenue,Cost of Revenue,Gross Profit,"Selling, General & Admin",Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income_y,Net Income Common,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),Free Cash Flow Per Share_y,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin_y,Effective Tax Rate,EBITDA,EBITDA Margin,EBIT,EBIT Margin,Market Cap,Market Capitalization,Market Cap Growth,Enterprise Value,PE Ratio,PS Ratio,PB Ratio,Debt / Equity Ratio,Current Ratio,RSI,EMA14,EMA50,MACD,ADX,CMF,SO,LBOLLINGER,HBOLLINGER,FI,Target
2012-05-25,22.04,22.44,22.46,22.0,5662000.0,23.586,23.332,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,35137800000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,49.02163157009024,22.059116736443883,23.196563870880833,-0.47439395847887056,16.361487528328933,-0.14076266451983693,75.00000000000004,21.047292543684385,23.23470745631561,321878.3944268609,21.83
2012-05-29,22.62,22.85,22.93,22.59,9790400.0,23.531,23.318,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,35779800000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,53.633835197647024,22.164567838251365,23.18297313084629,-0.37218119528697713,16.027314735734148,-0.09573802390899881,95.65217391304358,21.061618010226702,23.2053819897733,849333.4809373096,21.85
2012-05-30,22.5,22.37,22.5,21.98,7369500.0,23.471,23.301,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,35028200000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,48.142326460297355,22.191958793151183,23.151091831597416,-0.32614918771170665,15.128163002677649,-0.11068372226137851,69.56521739130442,21.151379152194554,23.021620847805448,222662.98366055067,22.05
2012-05-31,22.26,22.2,22.41,22.0,6009300.0,23.413,23.28,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34762000000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,46.33292510133029,22.193030954064362,23.113794112711243,-0.29992867821300706,14.293236393410899,-0.1140017853286044,60.32608695652171,21.195950821087926,22.904049178912075,44913.84313761341,21.92
2012-06-01,21.65,22.01,23.34,21.45,29615400.0,23.348,23.26,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34464500000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,44.32765906362292,22.16862682685578,23.070508069075508,-0.291124248512169,14.453858190006299,-0.09681081875118058,40.888888888888964,21.190605918727506,22.8733940812725,-765348.9915963218,22.17
2012-06-04,22.01,21.11,22.04,20.66,15419800.0,23.269,23.241,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,33055200000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,36.31098992028379,22.02747658327501,22.993625399699997,-0.3527034075954134,13.489982323070695,-0.18799946790098887,16.791044776119378,21.05253816873307,22.88646183126693,-2638559.135653995,21.87
2012-06-05,20.98,21.25,21.47,20.97,5645900.0,23.19,23.23,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,33274400000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,38.1837913741881,21.923813038838343,22.925247933045096,-0.3857616842834801,12.594954732344776,-0.21634817229326453,22.014925373134325,20.966994309175202,22.85600569082479,-2148704.116274853,21.8
2012-06-06,21.43,21.83,21.94,21.34,6122700.0,23.115,23.228,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34182600000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,45.35310196181714,21.9113046336599,22.882297033709996,-0.3609980926939791,12.30384474187919,-0.2241864853471583,43.65671641791038,20.95794175328991,22.825058246710093,-1334436.9568070183,21.74
2012-06-07,22.11,21.85,22.38,21.76,5951200.0,23.045,23.229,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34213900000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,45.58744971671579,21.903130682505246,22.841814797093917,-0.3358870383979955,12.598566212554479,-0.2647568341162412,44.40298507462692,20.96298720809967,22.761012791900335,-1126799.677263156,21.43
2012-06-08,21.85,22.05,22.09,21.5,4258600.0,22.983,23.229,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34527100000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,47.98944131871251,21.922713258171214,22.81076323642357,-0.29643094698777617,12.438470867061273,-0.21384797850619872,51.865671641791074,20.972698219399255,22.719301780600745,-844154.0090827057,21.74
2012-06-11,22.28,21.92,22.3,21.9,6050800.0,22.916,23.226,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34323500000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,46.550976518656334,21.922351490415053,22.775831344799116,-0.27251029477762856,12.56769700316539,-0.2049471215607129,47.01492537313439,20.97082607936163,22.713173920638376,-835932.5792137468,21.48
2012-06-12,21.92,22.17,22.2,21.68,6100200.0,22.846,23.226,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34715000000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,49.67502965659506,21.955371291693048,22.752073252846213,-0.23072049267819494,12.306778903717463,-0.13232656671592877,56.34328358208962,20.99232674273682,22.745673257263178,-498649.3536117831,20.64
2012-06-13,22.04,21.87,22.17,21.74,8588100.0,22.748,23.221,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34245300000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,46.18637153801319,21.943988452800642,22.717482144891463,-0.21928152530481526,12.06449781137296,-0.12241221342406577,45.14925373134332,21.039319854725292,22.74368014527471,-795475.160238672,20.6
2012-06-14,21.84,21.8,21.99,21.58,4534300.0,22.673,23.211,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34135600000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,45.38543474402923,21.924789992427225,22.681502452934936,-0.2134044822025416,11.54483433602035,-0.0583895158899885,42.537313432835845,21.03294900504107,22.73905099495893,-727178.8516331478,19.91
2012-06-15,21.76,21.74,21.81,21.42,5714300.0,22.606,23.202,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34041700000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,44.67037570793127,21.900151326770263,22.64458078811396,-0.21115432612864993,10.768921900181084,0.024772417908657217,40.29850746268651,21.046004282349628,22.738995717650376,-672275.8728284143,19.85
2012-06-18,21.54,21.43,21.72,21.38,6394000.0,22.539,23.189,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,33556300000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,41.07001977051153,21.837464483200897,22.596950168972235,-0.23171441095817968,10.026090090084946,0.029695689202080124,28.731343283582078,21.09433360745593,22.715666392544072,-859399.3195672112,19.66
2012-06-19,21.43,21.74,22.0,21.4,7768600.0,22.489,23.182,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,34041700000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,45.77651819138724,21.824469218774112,22.563344279992933,-0.22045277473107916,9.806727404127901,0.02284186811457719,40.29850746268651,21.117767286170206,22.712232713829792,-392589.98820046824,19.82
2012-06-20,21.78,21.48,21.819,21.28,8588900.0,22.445,23.179,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,33634600000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,42.69652015188913,21.778539989604234,22.52086019058145,-0.2298580138724553,9.35411361655046,0.027494508739653808,30.59701492537315,21.11464025620474,22.713359743795255,-655521.9898861132,19.72
2012-06-21,21.45,20.64,21.5,20.6,9193500.0,22.377,23.175,17378000000.0,18924000000.0,36302000000.0,17.89,12485000000.0,15844000000.0,4585000000.0,69216000000.0,27941000000.0,14106000000.0,38120000000.0,811000000.0,80978000000.0,150194000000.0,27576000000.0,5350000000.0,56577000000.0,23651000000.0,8874000000.0,53477000000.0,44603000000.0,110054000000.0,14224000000.0,13.94,36741000000.0,8283000000.0,-5768000000.0,39256000000.0,22078000000.0,20.58,13.05,12639000000.0,24.97,1004000000.0,1184000000.0,2499000000.0,-22.23,-2290000000.0,941000000.0,1000000.0,-1292000000.0,-217000000.0,191000000.0,-2000000.0,-28000000.0,1307000000.0,209000000.0,-64.97333333333333,0.55,0.13,37759000000.0,33158000000.0,4601000000.0,2973000000.0,3605000000.0,996000000.0,110000000.0,-645000000.0,1531000000.0,216000000.0,1315000000.0,1004000000.0,-68.14,1572000000.0,1692000000.0,-6.88,0.64,0.6,0.13,12.19,2.64,2.66,0.55,14.11,1641000000.0,4.35,1641000000.0,4.35,32319200000.0,40161794941.0,-17.07,18083794941.0,7.01,0.26,1.02,0.36,1.22,34.597340677335,21.626734657657003,22.44710096742139,-0.30161587344051455,9.663912151342485,-0.06656340568372585,2.2471910112359104,20.87406797235619,22.80493202764381,-1665095.991330954,19.72
