Date,Open,Close,High,Low,Volume,MA1,MA2,Cash & Equivalents,Cash & Cash Equivalents,Cash Growth,Receivables,Inventory,Other Current Assets,Total Current Assets,"Property, Plant & Equipment",Other Long-Term Assets,Total Long-Term Assets,Total Assets,Accounts Payable,Deferred Revenue,Current Debt,Total Current Liabilities,Other Current Liabilities,Long-Term Debt,Total Long-Term Liabilities,Other Long-Term Liabilities,Total Liabilities,Total Debt,Debt Growth,Common Stock,Retained Earnings,Shareholders' Equity,Net Cash / Debt,Net Cash / Debt Growth,Net Cash Per Share,Working Capital,Book Value Per Share,Net Income_x,Depreciation & Amortization_x,Share-Based Compensation,Other Operating Activities,Operating Cash Flow,Operating Cash Flow Growth,Capital Expenditures,Other Investing Activities,Investing Cash Flow,Share Issuance / Repurchase,Debt Issued / Paid,Other Financing Activities,Financing Cash Flow,Net Cash Flow,Free Cash Flow,Free Cash Flow Growth,Free Cash Flow Margin_x,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Operating Expenses,Operating Income,Other Expense / Income,Pretax Income,Income Tax,Net Income_y,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin_y,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization_y,EBIT,EBIT Margin,Market Cap,Market Capitalization,Market Cap Growth,Enterprise Value,PE Ratio,PS Ratio,PB Ratio,Debt / Equity Ratio,Current Ratio,Buyback Yield / Dilution,Total Shareholder Return,RSI,EMA14,EMA50,MACD,ADX,CMF,SO,LBOLLINGER,HBOLLINGER,FI,Target
2013-02-03,2.56,2.516,2.561,2.506,16920000.0,2.304,2.084,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4357200000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,67.97735879534282,2.4639428646202397,2.3302028019772627,0.07324245265021556,34.53932116317872,0.19076936526917349,80.06134969325156,2.1417775472530973,2.6445224527469025,246027.19740911806,2.526
2013-02-04,2.533,2.542,2.577,2.512,19653000.0,2.312,2.086,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4294000000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,70.36781180472789,2.4743504826708747,2.338508574448743,0.0729842764170816,35.705484356798166,0.19752640612084033,88.03680981595087,2.1687314936776065,2.652368506322393,283877.3120649578,2.563
2013-02-05,2.545,2.611,2.626,2.527,28398000.0,2.321,2.088,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4338400000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,75.57811176957907,2.492570418314758,2.349194512705655,0.07745454544904717,37.282495160867825,0.24464933822034549,95.61403508771939,2.1960395105375743,2.6667604894624257,523246.55319853686,2.553
2013-02-06,2.613,2.632,2.645,2.597,17949000.0,2.331,2.09,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4456100000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,76.90886975834471,2.5111610292061237,2.3602849239720998,0.08174943377381716,38.914310354419186,0.24403021915049833,95.859872611465,2.2229625003408953,2.681337499659105,502344.0455987457,2.469
2013-02-07,2.63,2.616,2.667,2.609,17097000.0,2.34,2.093,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4492000000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,73.617430324818,2.525139558645307,2.370312966169273,0.08290640401375082,40.61400311971516,0.2000267530374779,81.65467625899291,2.248038779012886,2.691861220987114,391501.7533703535,2.469
2013-02-08,2.63,2.616,2.667,2.609,17097000.0,2.34,2.093,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4464700000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,73.617430324818,2.5372542841592667,2.379947751809693,0.0828680598539977,42.192289258918564,0.15473271383239393,76.16822429906556,2.275968855921275,2.6982311440787248,335572.931460303,2.619
2013-02-10,2.532,2.561,2.61,2.5,48994500.0,2.347,2.095,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4464700000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,62.88773340541841,2.540420379604698,2.387047839974019,0.07750618839146783,40.50593599598151,0.15690568790899512,50.46728971962622,2.3073346020629026,2.6937653979370975,-97322.8444625985,2.569
2013-02-11,2.563,2.526,2.591,2.486,33919500.0,2.353,2.096,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4370800000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,57.17668535969815,2.5384976623240716,2.3924969442887636,0.06963000774827188,38.63378696804762,0.09855639158883359,32.85714285714284,2.3415312712210765,2.6820687287789235,-253017.08096794228,2.344
2013-02-12,2.553,2.563,2.6,2.537,14502000.0,2.359,2.098,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4311100000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,61.1892351647911,2.5417646406808623,2.399183338630381,0.06561727353781066,37.04485412547191,0.049284894903955434,49.268292682926905,2.383683995241366,2.666116004758633,-140218.35511537836,2.407
2013-02-13,2.576,2.553,2.583,2.547,14860500.0,2.364,2.1,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4374200000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,59.564762055059454,2.5432626885900804,2.4052153645664442,0.06092789746365668,35.56941648593731,-0.001365995724810941,44.39024390243898,2.420052994830638,2.650447005169363,-141416.4472417534,2.407
2013-02-14,2.567,2.469,2.567,2.463,30264000.0,2.368,2.101,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4357200000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,48.02988396581357,2.53336099677807,2.4077167228187406,0.049858695155260424,33.59620228694518,-0.09542207873076469,3.41463414634131,2.436513699548373,2.640886300451626,-484382.09763578896,2.292
2013-02-15,2.567,2.469,2.567,2.463,30264000.0,2.368,2.101,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4213800000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,48.02988396581357,2.5247795305409944,2.4101199885905547,0.040618052946058025,31.763931959309627,-0.17090368082934598,2.941176470588133,2.437083060378185,2.640616939621814,-415184.65511639055,2.295
2013-02-18,2.491,2.619,2.619,2.487,40521000.0,2.375,2.103,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4213800000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,62.90646569761749,2.5373422598021955,2.4183113615870035,0.04488116172293877,29.9338976728851,-0.05361152088271004,76.47058823529429,2.444995137979564,2.648104862020436,512434.58132881,2.34
2013-02-19,2.62,2.569,2.643,2.564,46830000.0,2.382,2.104,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4469800000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,57.04470318039321,2.5415632918285698,2.424220719956141,0.04372113399288269,28.64297289043523,-0.11363431494113933,51.9607843137255,2.4570085096170127,2.646491490382987,104729.64113897824,2.322
2013-02-20,2.433,2.344,2.493,2.303,135567000.0,2.383,2.105,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4384500000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,39.298481552436606,2.5152215195847605,2.421074809369626,0.02436531586827595,29.076720995616117,-0.2358037597989251,11.263736263736247,2.4111006483616726,2.673299351638328,-4267742.450452305,2.31
2013-02-21,2.381,2.407,2.426,2.373,38209500.0,2.385,2.107,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4000500000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,44.50433952565128,2.5007919836401262,2.4205228560610133,0.013948474706624303,29.479487093284085,-0.22040082168593003,28.571428571428605,2.3923079045651896,2.6797920954348102,-3314179.457530547,2.31
2013-02-22,2.381,2.407,2.426,2.373,38209500.0,2.385,2.107,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4108000000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,44.50433952565128,2.488286385821443,2.4199925479801894,0.005628174939442676,29.85348418397577,-0.1795533037285503,28.571428571428605,2.3775367690996965,2.685163230900304,-2840725.2493118974,2.372
2013-02-24,2.41,2.292,2.45,2.289,43341000.0,2.384,2.107,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,4108000000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,37.66575665276502,2.462114867711917,2.4149732323731232,-0.010128506358940914,30.869347712830177,-0.23903339866415735,0.7936507936507069,2.3351712730889744,2.706628726911026,-3146938.070838771,2.443
2013-02-25,2.297,2.295,2.331,2.253,41443500.0,2.383,2.109,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,3911700000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,37.933690619428525,2.439832885350328,2.4102683997310397,-0.022118743770963345,32.060577307874105,-0.23834710489142014,10.144927536231847,2.298644799443647,2.717355200556353,-2679613.989290375,2.513
2013-02-26,2.294,2.34,2.361,2.293,29388000.0,2.385,2.11,226143000.0,226143000.0,-27.49,26842000.0,268504000.0,3279000.0,524768000.0,562300000.0,27122000.0,589422000.0,1114190000.0,303382000.0,4965000.0,55206000.0,539108000.0,175555000.0,411460000.0,450382000.0,38922000.0,989490000.0,466666000.0,66.58,1190306000.0,-1065606000.0,124700000.0,-240523000.0,-21.433999999999997,-0.14,-14340000.0,0.07,-89931000.0,12792000.0,14416000.0,27498000.0,-35225000.0,-8.36,-64053000.0,3296000.0,-60757000.0,228303000.0,-13858000.0,-154991400.0,214445000.0,116197000.0,-99278000.0,-58.41,-32.41,306332000.0,677.99,282475000.0,23857000.0,45908000.0,68832000.0,114740000.0,-90883000.0,-830000.0,-90079000.0,-148000.0,-89931000.0,-54.02,1707147480.0,1707147480.0,8.98,-0.05,-54.7,7.79,-29.67,-29.36,-32.41,1.32,-77261000.0,-25.22,12792000.0,-90053000.0,-29.4,3916800000.0,3853690158.0,29.37,4094213158.0,-9.73,9.32,30.9,3.74,0.97,-8.98,-8.98,41.96344563466458,2.426521833970284,2.4075127762121755,-0.027670995375585594,32.61066681231288,-0.23034054237157803,22.30769230769226,2.2768602950249357,2.717839704975064,-2107889.1336774644,2.549
