Date,Open,Close,High,Low,Volume,MA1,MA2,Cash & Equivalents,Short-Term Investments,Cash & Cash Equivalents,Cash Growth,Receivables,Inventory,Total Current Assets,"Property, Plant & Equipment",Long-Term Investments,Goodwill and Intangibles,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Accounts Payable,Total Liabilities,Total Debt,Common Stock,Shareholders' Equity,Net Cash / Debt,Net Cash / Debt Growth,Book Value Per Share,Net Income_x,Depreciation & Amortization_x,Other Operating Activities,Operating Cash Flow,Operating Cash Flow Growth,Capital Expenditures,Other Investing Activities,Investing Cash Flow,Debt Issued / Paid,Other Financing Activities,Financing Cash Flow,Net Cash Flow,Free Cash Flow,Free Cash Flow Growth,Free Cash Flow Margin_x,Free Cash Flow Per Share_x,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Operating Expenses,Operating Income,Other Expense / Income,Income Tax,Net Income_y,Net Income Growth,Shares Outstanding (Basic),EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow Per Share_y,Dividend Growth,Gross Margin,Operating Margin,Free Cash Flow Margin_y,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization_y,EBIT,EBIT Margin,Market Cap,Market Capitalization,Market Cap Growth,Enterprise Value,PE Ratio,PS Ratio,PB Ratio,Debt / Equity Ratio,RSI,EMA14,EMA50,MACD,ADX,CMF,SO,LBOLLINGER,HBOLLINGER,FI,Target,Nominal_Close
2017-04-03,0.00661179328025896,-0.008606777837547042,0.0005360493165369462,-0.010260564331038058,0.8688869677560347,0.004042232277526425,0.0029540200359619018,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,-0.008608549369016893,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,-0.06771295737636629,0.003852659268114067,0.0037537290587790206,-0.018897728282129544,0.00390818545492011,-0.0048494884128387206,83.96464646464652,0.008505038846463586,0.004180191534346012,-0.2841787377484214,-0.02794357026587091,73.72
2017-04-04,-0.011796246648793529,-0.0016277807921867282,-0.010045539780337509,0.0016368844632383972,-0.06874386307631197,0.0037555582261747933,0.002890437773265253,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,-0.0016250096726766472,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,-0.013488384598694059,0.0031037051236746382,0.0035233534943233114,-0.030624065545671098,0.003614901644967583,-0.26502116786154417,82.44949494949495,0.008530565250233435,0.003193722120120368,-0.1773297679022875,-0.040353260869565255,73.6
2017-04-05,-0.002848616386326608,-0.01603260869565204,-0.0037883912867000546,-0.014163148576876061,-0.050607059431810875,0.002918375288096131,0.002681454187264176,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,-0.01603295170184027,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,-0.12498575262208866,0.0005008815360867391,0.002690484938903115,-0.07811240159757371,-0.029920533344491518,-0.6965419346068265,67.55050505050515,0.010499250270465277,-5.7405346664762824e-05,-0.5340539775552862,-0.01518917426125388,72.42
2017-04-06,-0.008842334376275462,0.0026235846451256872,-0.00977862284394948,0.001243265644426117,-0.3585119977282408,0.0029994180233685608,0.002728860427885227,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,0.0026219251457251236,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,0.013028178694433068,0.0007848296157355605,0.002687688926367393,-0.07045100637962431,-0.028640284993455944,-0.27666670031400586,69.94949494949502,0.009762251602395411,-7.438711683660504e-05,-0.05613702583825053,-0.027819859523481538,72.61
2017-04-07,-0.010293713972001073,-0.009915989533122116,-0.008915100809216758,-0.008140176600441529,0.18587446257587614,0.0029904484184843927,0.00268514822743926,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,-0.009915936205793563,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,-0.07967291385899988,-0.0006492191066517217,0.002160967921181145,-0.10065666312238097,-0.04629775754709775,-1.609839197741798,57.359009628610785,0.011006893113131966,-0.0021142141109414814,-0.5557415840216033,-0.008763388510223846,71.89
2017-04-10,-0.0030508944667868576,0.0005564056196969425,-0.00013838915029074084,-0.0009737098344694273,-0.255590384487546,0.0029370318178445487,0.0025512973618500023,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,0.0005554579410647076,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,0.0034695698721127766,-0.0004891479364842466,0.002094719662060207,-0.09723867115782181,-0.047403996811997806,6.047683022988113,44.36363636363658,0.006937939937988524,-0.0006792858936672808,-0.10442166163421707,-0.007368274711525125,71.93
2017-04-11,0.0026429266935594775,-0.0012512164604476794,0.0005536332179931769,-0.007101086048454386,0.4603368687146232,0.003224232026385554,0.0028155287238076365,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,-0.0012519189481614568,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,-0.011364776594316894,-0.0005904338525636321,0.0019567866136698253,-0.10038659676483541,-0.06389712816501625,0.22666165421310236,17.322834645669257,0.003509911059106585,0.00021097353845167532,-0.2838718176848575,-0.014198218262806428,71.84
2017-04-12,-0.0034683684794672986,-0.0025055679287305788,-0.004841610181214651,0.0035058196606365666,0.05910908321181618,0.0028158216744555986,0.002951604484998871,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,-0.002501304535245108,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,-0.023893124914662334,-0.0008448044917650499,0.0017734192530522996,-0.1090506061672113,-0.0633830419358653,-0.07357144482690281,12.598425196850165,0.005997422632575633,-0.0010181137796210216,-0.5599610263919754,0.023444041306168062,71.66
2017-04-13,-0.005011833495753848,-0.0143734300865197,-0.00264108979705302,-0.027529346003353772,0.08710849366661333,0.0024844903119578543,0.002745527302743911,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,-0.01437449891110898,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,-0.12834191608852297,-0.002638707691543285,0.001112745992215336,-0.17298015183457294,-0.015487063482377161,-0.27976248554846905,19.259259259259142,0.005132528936964809,-0.0016364864458302542,-6.039308212211972,0.049837179668696274,70.63
2017-04-17,-0.00839513082412191,0.009769219878238644,-0.0029268292682925745,0.018106049719787132,-0.5090391348577639,0.0019797333959026275,0.002791696492483897,-0.05100655280282096,0.09713479753439702,0.03844533415460427,-0.4243369734789392,-0.0586108570921452,0.10326862373199952,0.01649482315242423,0.04499053816896392,1.764562118126273,0.006916734113954659,-0.7934960699944117,-0.16945286309302088,-0.08762130256049283,0.14762016745241646,-0.11688250755459839,-0.14954014195363308,0.41915495663869073,0.41915495663869073,-0.3779852351310864,0.4193548387096775,0.4193548387096775,-0.017101439001913965,0.07864519853743035,2.4539305836079515,0.7491855246977659,0.3677667471603614,0.6482938972566572,0.1852541159627774,0.18283931774975226,0.35276624613773055,-0.7850498338870432,0.34085351643344364,-0.7095602076821377,0.768228610482252,0.2917756618185623,0.6582372629230198,0.7674418604651163,0.06642867080117476,0.46642685851318944,0.08566318746274093,0.046784017997425265,-0.16538250581137204,0.24744565415286024,0.09964981836373066,-0.018305108161315253,8.125222551928783,-0.1381257916484977,-0.017101439001913965,4.203980099502487,0.0,0.0,0.0,5.150555555555555,0.7674418604651163,0.0,-0.018394986860723606,-0.07938655841226894,0.6582372629230198,-0.08960213975259113,-0.05105527895457629,-0.11029411764705888,0.07864519853743035,-0.09806611368484686,-0.15437158469945356,0.00976698838691803,0.12087912081524,0.0,0.07705414898875906,0.027190332326283873,0.16223404255319163,-0.15631951466127414,-0.4004127966976264,0.0890786372869572,-0.0010127678628883974,0.0014614599829010366,-0.12205974353991678,-0.014607065208380732,-0.5915409996635862,32.037037037036896,0.008110635764575047,-0.0028318597245972077,-0.527695648210131,0.050196298373528014,71.32
