Date,Market Cap,% Change
2017-08-02,27111300000,1.98%
2017-08-01,26583700000,2.98%
2017-07-31,25815500000,-0.55%
2017-07-28,25957900000,1.66%
2017-07-27,25533300000,-1.30%
2017-07-26,25869500000,3.95%
2017-07-25,24885400000,-0.22%
2017-07-24,24939400000,1.60%
2017-07-21,24546700000,0.03%
2017-07-20,24539400000,2.43%
2017-07-19,23957700000,2.60%
2017-07-18,23351500000,1.49%
2017-07-17,23008000000,-0.16%
2017-07-14,23044800000,1.23%
2017-07-13,22765000000,-0.13%
2017-07-12,22794400000,2.53%
2017-07-11,22232400000,2.35%
2017-07-10,21722000000,2.81%
2017-07-07,21128100000,0.46%
2017-07-06,21032300000,-0.68%
2017-07-05,21177100000,0.56%
2017-07-03,21059300000,-0.24%
2017-06-30,21110900000,0.08%
2017-06-29,21093700000,-2.07%
2017-06-28,21540400000,0.53%
2017-06-27,21427500000,-1.71%
2017-06-26,21800500000,-0.39%
2017-06-23,21886400000,-0.23%
2017-06-22,21937900000,0.24%
2017-06-21,21886400000,0.50%
2017-06-20,21778400000,-1.16%
2017-06-19,22033600000,1.99%
2017-06-16,21604200000,0.55%
2017-06-15,21486400000,-0.98%
2017-06-14,21699900000,0.26%
2017-06-13,21643400000,0.50%
2017-06-12,21535400000,-1.90%
2017-06-09,21952700000,-2.61%
2017-06-08,22541700000,1.41%
2017-06-07,22227500000,0.07%
2017-06-06,22212800000,0.08%
2017-06-05,22195600000,-0.17%
2017-06-02,22232400000,2.25%
2017-06-01,21744100000,2.17%
2017-05-31,21282700000,1.44%
2017-05-30,20980800000,-0.01%
2017-05-26,20983300000,-0.23%
2017-05-25,21032300000,0.72%
2017-05-24,20882600000,0.35%
2017-05-23,20809000000,0.52%
2017-05-22,20701000000,1.22%
2017-05-19,20450700000,-1.06%
2017-05-18,20669100000,1.75%
2017-05-17,20313300000,-2.15%
2017-05-16,20759900000,-0.37%
2017-05-15,20836000000,0.92%
2017-05-12,20647000000,1.39%
2017-05-11,20364800000,-1.21%
2017-05-10,20615100000,-0.54%
2017-05-09,20728000000,2.10%
2017-05-08,20301000000,0.29%
2017-05-05,20242100000,1.25%
2017-05-04,19991800000,7.16%
2017-05-03,18656700000,0.61%
2017-05-02,18543800000,-0.20%
2017-05-01,18580600000,0.68%
2017-04-28,18455400000,-0.56%
2017-04-27,18558500000,0.96%
2017-04-26,18381800000,1.01%
2017-04-25,18197800000,1.10%
2017-04-24,17999000000,3.56%
2017-04-21,17380500000,-0.81%
2017-04-20,17522900000,0.20%
2017-04-19,17488500000,0.95%
2017-04-18,17324100000,-1.02%
2017-04-17,17503200000,0.98%
2017-04-13,17333900000,-1.44%
2017-04-12,17586700000,-0.25%
2017-04-11,17630800000,-0.13%
2017-04-10,17652900000,0.06%
2017-04-07,17643100000,-0.99%
2017-04-06,17819800000,0.26%
2017-04-05,17773200000,-1.60%
2017-04-04,18062800000,-0.16%
2017-04-03,18092200000,-0.86%
2017-03-31,18249300000,-0.12%
2017-03-30,18271400000,-0.53%
2017-03-29,18369600000,-0.01%
2017-03-28,18372000000,1.26%
2017-03-27,18143800000,3.28%
2017-03-24,17567000000,1.22%
2017-03-23,17356000000,3.73%
2017-03-22,16732600000,1.62%
2017-03-21,16465100000,-1.34%
2017-03-20,16688400000,-0.63%
2017-03-17,16794000000,-1.31%
2017-03-16,17017300000,2.18%
2017-03-15,16654100000,2.34%
2017-03-14,16273700000,-0.04%
2017-03-13,16281000000,0.93%
2017-03-10,16131300000,0.86%
2017-03-09,15993900000,-0.47%
2017-03-08,16070000000,-0.17%
2017-03-07,16097000000,0.58%
2017-03-06,16003700000,-1.60%
2017-03-03,16263900000,0.46%
2017-03-02,16190100000,0.15%
2017-03-01,16165600000,1.25%
2017-02-28,15966800000,-1.15%
2017-02-27,16153300000,1.12%
2017-02-24,15974100000,-0.88%
2017-02-23,16116500000,-0.32%
2017-02-22,16168000000,0.46%
2017-02-21,16094400000,-0.02%
2017-02-17,16096900000,-0.68%
2017-02-16,16207300000,0.05%
2017-02-15,16199900000,-0.27%
2017-02-14,16244100000,0.03%
2017-02-13,16239200000,1.46%
2017-02-10,16006100000,0.70%
2017-02-09,15895600000,-0.66%
2017-02-08,16001100000,1.08%
2017-02-07,15829400000,-0.12%
2017-02-06,15849000000,-1.70%
2017-02-03,16123900000,1.69%
2017-02-02,15856300000,3.97%
2017-02-01,15250200000,0.02%
2017-01-31,15247700000,1.95%
2017-01-30,14955700000,-1.73%
2017-01-27,15218300000,0.24%
2017-01-26,15181500000,-1.12%
2017-01-25,15353200000,-0.19%
2017-01-24,15382700000,2.62%
2017-01-23,14990000000,1.21%
2017-01-20,14810900000,-0.18%
2017-01-19,14837900000,0.94%
2017-01-18,14700400000,0.13%
2017-01-17,14680800000,-0.02%
2017-01-13,14683300000,0.93%
2017-01-12,14548300000,-0.22%
2017-01-11,14580200000,0.73%
2017-01-10,14474700000,1.20%
2017-01-09,14302900000,-1.12%
2017-01-06,14464800000,-0.71%
2017-01-05,14567900000,-0.08%
2017-01-04,14580200000,0.80%
2017-01-03,14464800000,1.38%
2016-12-30,14268500000,0.61%
2016-12-29,14182600000,0.07%
2016-12-28,14172800000,-0.93%
2016-12-27,14305300000,-0.07%
2016-12-23,14315100000,1.02%
2016-12-22,14170300000,-0.50%
2016-12-21,14241500000,-0.97%
2016-12-20,14381400000,-0.12%
2016-12-19,14398600000,0.55%
2016-12-16,14320000000,0.36%
2016-12-15,14268500000,0.47%
2016-12-14,14202200000,0.14%
2016-12-13,14182600000,1.64%
2016-12-12,13954400000,-0.04%
2016-12-09,13959300000,0.19%
2016-12-08,13932300000,-0.32%
2016-12-07,13976500000,1.62%
2016-12-06,13753100000,0.81%
2016-12-05,13642700000,2.77%
2016-12-02,13274600000,-0.70%
2016-12-01,13367800000,0.65%
2016-11-30,13281900000,-1.13%
2016-11-29,13434100000,1.80%
2016-11-28,13196000000,-1.84%
2016-11-25,13443900000,2.01%
2016-11-23,13178900000,-1.12%
2016-11-22,13328600000,1.65%
2016-11-21,13112600000,1.27%
2016-11-18,12948200000,-0.99%
2016-11-17,13078200000,-0.34%
2016-11-16,13122400000,-1.15%
2016-11-15,13274600000,1.56%
2016-11-14,13070900000,-2.22%
2016-11-11,13367800000,1.76%
2016-11-10,13137100000,-1.25%
2016-11-09,13304000000,-0.39%
2016-11-08,13355600000,-0.86%
2016-11-07,13470900000,7.48%
2016-11-04,12533400000,1.13%
2016-11-03,12393500000,-1.58%
2016-11-02,12592300000,
2016-11-01,12592300000,-2.77%
2016-10-31,12950600000,-0.19%
2016-10-28,12975200000,-0.25%
2016-10-27,13007100000,-0.21%
2016-10-26,13034100000,0.19%
2016-10-25,13009500000,-0.45%
2016-10-24,13068400000,1.24%
2016-10-21,12908900000,-0.34%
2016-10-20,12953100000,0.44%
2016-10-19,12896600000,0.29%
2016-10-18,12859800000,0.36%
2016-10-17,12813200000,-0.97%
2016-10-14,12938300000,0.40%
2016-10-13,12886800000,-1.87%
2016-10-12,13132200000,0.36%
2016-10-11,13085600000,-0.97%
2016-10-10,13213200000,0.65%
2016-10-07,13127300000,0.64%
2016-10-06,13043900000,-0.91%
2016-10-05,13164100000,1.84%
2016-10-04,12926100000,1.17%
2016-10-03,12776400000,0.37%
2016-09-30,12729700000,2.17%
2016-09-29,12459800000,-1.40%
2016-09-28,12636500000,2.73%
2016-09-27,12300300000,-0.44%
2016-09-26,12354300000,0.24%
2016-09-23,12324800000,-0.61%
2016-09-22,12400900000,2.91%
2016-09-21,12049900000,3.22%
2016-09-20,11674500000,-0.33%
2016-09-19,11713700000,2.31%
2016-09-16,11448700000,-2.51%
2016-09-15,11743200000,0.80%
2016-09-14,11649900000,-0.23%
2016-09-13,11676900000,-2.18%
2016-09-12,11937000000,0.91%
2016-09-09,11829100000,-2.57%
2016-09-08,12140700000,-0.58%
2016-09-07,12211900000,2.24%
2016-09-06,11944400000,0.35%
2016-09-02,11902700000,0.37%
2016-09-01,11858500000,0.37%
2016-08-31,11814300000,-0.85%
2016-08-30,11915000000,-0.25%
2016-08-29,11944400000,-0.14%
2016-08-26,11961600000,0.70%
2016-08-25,11878100000,-0.27%
2016-08-24,11910100000,-1.18%
2016-08-23,12052400000,1.45%
2016-08-22,11880600000,0.02%
2016-08-19,11878100000,-0.54%
2016-08-18,11942000000,0.58%
2016-08-17,11873200000,0.94%
2016-08-16,11762800000,-1.54%
2016-08-15,11946900000,0.56%
2016-08-12,11880600000,0.75%
2016-08-11,11792300000,0.21%
2016-08-10,11767700000,1.03%
2016-08-09,11647500000,0.02%
2016-08-08,11645000000,1.22%
2016-08-05,11505100000,0.47%
2016-08-04,11451100000,-0.49%
2016-08-03,11507600000,0.82%
2016-08-02,11414300000,1.59%
2016-08-01,11235200000,1.35%
2016-07-29,11085500000,2.22%
2016-07-28,10844900000,-1.30%
2016-07-27,10987300000,2.68%
2016-07-26,10700200000,0.30%
2016-07-25,10668200000,1.28%
2016-07-22,10533300000,0.56%
2016-07-21,10474400000,1.28%
2016-07-20,10341800000,
2016-07-19,10341800000,-0.17%
2016-07-18,10359000000,-0.38%
2016-07-15,10398300000,-1.03%
2016-07-14,10506300000,1.74%
2016-07-13,10327100000,-1.15%
2016-07-12,10447400000,1.29%
2016-07-11,10314800000,1.89%
2016-07-08,10123400000,4.32%
2016-07-07,9703800000,-1.37%
2016-07-06,9838700000,0.25%
2016-07-05,9814200000,-3.59%
2016-07-01,10179900000,1.34%
2016-06-30,10044900000,2.10%
2016-06-29,9838700000,-0.03%
2016-06-28,9841200000,3.14%
2016-06-27,9541800000,-4.21%
2016-06-24,9961400000,-7.29%
2016-06-23,10744300000,3.82%
2016-06-22,10349200000,-1.01%
2016-06-21,10454700000,-0.95%
2016-06-20,10555400000,2.07%
2016-06-17,10341800000,1.79%
2016-06-16,10160200000,-0.60%
2016-06-15,10221600000,1.21%
2016-06-14,10098900000,-0.56%
2016-06-13,10155300000,-1.85%
2016-06-10,10346800000,-3.08%
2016-06-09,10675600000,-0.46%
2016-06-08,10724700000,-1.35%
2016-06-07,10871900000,3.07%
2016-06-06,10548000000,-0.46%
2016-06-03,10597100000,-0.80%
2016-06-02,10683000000,2.33%
2016-06-01,10440000000,0.26%
2016-05-31,10413000000,1.07%
2016-05-27,10302600000,0.19%
2016-05-26,10282900000,-0.24%
2016-05-25,10307500000,1.62%
2016-05-24,10143100000,3.07%
2016-05-23,9841200000,-2.27%
2016-05-20,10069400000,1.26%
2016-05-19,9944300000,-3.15%
2016-05-18,10268200000,-0.57%
2016-05-17,10327100000,-3.53%
2016-05-16,10705100000,-0.07%
2016-05-13,10712400000,1.21%
2016-05-12,10584800000,-0.07%
2016-05-11,10592200000,-0.62%
2016-05-10,10658400000,1.19%
2016-05-09,10533300000,-0.72%
2016-05-06,10609300000,0.70%
2016-05-05,10535700000,-2.28%
2016-05-04,10781100000,-0.05%
2016-05-03,10786000000,-1.30%
2016-05-02,10928400000,-2.88%
2016-04-29,11252300000,1.89%
2016-04-28,11043700000,2.37%
2016-04-27,10788500000,-0.23%
2016-04-26,10813000000,2.56%
2016-04-25,10543100000,-0.05%
2016-04-22,10548000000,-1.47%
2016-04-21,10705100000,-1.98%
2016-04-20,10921000000,-0.60%
2016-04-19,10987300000,1.94%
2016-04-18,10778700000,-0.11%
2016-04-15,10791000000,3.51%
2016-04-14,10425300000,1.26%
2016-04-13,10295200000,1.48%
2016-04-12,10145500000,-0.10%
2016-04-11,10155300000,0.61%
2016-04-08,10094000000,1.18%
2016-04-07,9976200000,-1.79%
2016-04-06,10157800000,2.83%
2016-04-05,9878000000,-2.19%
2016-04-04,10098900000,0.24%
2016-04-01,10074300000,-1.56%
2016-03-31,10233900000,-1.44%
2016-03-30,10383600000,1.90%
2016-03-29,10189700000,1.02%
2016-03-28,10086600000,-0.12%
2016-03-24,10098900000,1.16%
2016-03-23,9983500000,-2.35%
2016-03-22,10224000000,-0.90%
2016-03-21,10317300000,-0.85%
2016-03-18,10405700000,-0.73%
2016-03-17,10481700000,1.06%
2016-03-16,10371300000,2.05%
2016-03-15,10162700000,-1.50%
2016-03-14,10317300000,-1.71%
2016-03-11,10496500000,2.89%
2016-03-10,10202000000,-1.09%
2016-03-09,10314800000,1.96%
2016-03-08,10116100000,1.53%
2016-03-07,9963900000,2.16%
2016-03-04,9752800000,0.86%
2016-03-03,9669400000,-0.35%
2016-03-02,9703800000,0.13%
2016-03-01,9691500000,3.98%
2016-02-29,9320900000,-1.25%
2016-02-26,9438700000,-0.62%
2016-02-25,9497600000,0.34%
2016-02-24,9465700000,-0.95%
2016-02-23,9556500000,-2.50%
2016-02-22,9801900000,3.71%
2016-02-19,9451000000,-0.64%
2016-02-18,9512300000,-0.87%
2016-02-17,9595800000,9.68%
2016-02-16,8749100000,4.39%
2016-02-12,8381000000,6.72%
2016-02-11,7853300000,-3.82%
2016-02-10,8165000000,-2.03%
2016-02-09,8334300000,-5.54%
2016-02-08,8822700000,-4.64%
2016-02-05,9252200000,-3.04%
2016-02-04,9541800000,4.83%
2016-02-03,9102500000,6.03%
2016-02-02,8584700000,-12.40%
2016-02-01,9799500000,0.40%
2016-01-29,9760200000,-0.48%
2016-01-28,9806800000,-1.60%
2016-01-27,9966400000,-2.03%
2016-01-26,10172500000,3.01%
2016-01-25,9875600000,-3.85%
2016-01-22,10270700000,3.23%
2016-01-21,9949200000,1.60%
2016-01-20,9792100000,-4.25%
2016-01-19,10226500000,4.12%
2016-01-15,9821600000,-4.69%
2016-01-14,10305000000,-1.59%
2016-01-13,10471900000,-2.27%
2016-01-12,10714900000,0.65%
2016-01-11,10646200000,0.63%
2016-01-08,10579900000,-7.59%
2016-01-07,11448700000,-0.89%
2016-01-06,11551700000,-2.93%
2016-01-05,11900200000,2.32%
2016-01-04,11630300000,-1.27%
2015-12-31,11780000000,-0.85%
2015-12-30,11880600000,1.00%
2015-12-29,11762800000,3.23%
2015-12-28,11394700000,-0.68%
2015-12-24,11473200000,-0.64%
2015-12-23,11546800000,0.92%
2015-12-22,11441300000,-1.67%
2015-12-21,11635200000,2.27%
2015-12-18,11377500000,-2.36%
2015-12-17,11652400000,-2.10%
2015-12-16,11902700000,2.00%
2015-12-15,11669500000,1.32%
2015-12-14,11517400000,-3.81%
2015-12-11,11973900000,-0.39%
2015-12-10,12020500000,2.58%
2015-12-09,11718600000,0.27%
2015-12-08,11686700000,-0.77%
2015-12-07,11777500000,-1.15%
2015-12-04,11915000000,3.17%
2015-12-03,11549300000,-0.32%
2015-12-02,11586100000,-0.90%
2015-12-01,11691600000,2.78%
2015-11-30,11375000000,0.63%
2015-11-27,11303900000,0.88%
2015-11-25,11205700000,-1.34%
2015-11-24,11357900000,0.61%
2015-11-23,11289100000,-4.33%
2015-11-20,11799600000,1.01%
2015-11-19,11681800000,0.68%
2015-11-18,11603300000,-3.47%
2015-11-17,12020500000,-1.07%
2015-11-16,12150600000,-3.68%
2015-11-13,12614400000,-5.03%
2015-11-12,13281900000,-0.40%
2015-11-11,13335900000,0.63%
2015-11-10,13252500000,1.50%
2015-11-09,13056100000,1.47%
2015-11-06,12867200000,1.33%
2015-11-05,12697800000,-3.18%
2015-11-04,13115000000,2.02%
2015-11-03,12854900000,-1.32%
2015-11-02,13026700000,5.26%
2015-10-30,12376300000,-1.16%
2015-10-29,12521100000,-1.64%
2015-10-28,12729700000,-3.68%
2015-10-27,13215700000,-2.13%
2015-10-26,13502800000,-2.41%
2015-10-23,13836600000,-0.65%
2015-10-22,13927400000,3.18%
2015-10-21,13497900000,
